Tx_ind,Tx,Rx,f,d,dx,dy,nw,PL
4,Tx4,Sala 35,40,7.69,7.55,1.45,0.25,104.3633333
5,Tx5,Lab 10,40,3.35,2.17,2.55,0.25,108.4391667
5,Tx5,Lab 11b,40,9.98,9.9,1.28,0.75,109.6027083
5,Tx5,Lab 12,40,3.91,3.3,2.1,0.25,102.5026882
4,Tx4,Sala 2,40,4.37,4.14,1.4,0.5,125.9586275
5,Tx5,Lab 16b,40,6.39,4.01,4.97,0.25,107.6182051
5,Tx5,Lab 18,40,10.31,10.05,2.31,0.5,131.9680208
5,Tx5,Lab 8,40,6.93,6.6,2.1,0.75,133.3195578
6,Tx6,Lab 11a,40,12.5,12.5,0,0.75,132.4333333
1,Tx1,Lab 5,40,4,4,0.01,0.25,89.73
6,Tx6,Lab 9,40,8.9,8.9,0,0.75,134.2966667
